class,hand,coordinate0,coordinate1,coordinate2,coordinate3,coordinate4,coordinate5,coordinate6,coordinate7,coordinate8,coordinate9,coordinate10,coordinate11,coordinate12,coordinate13,coordinate14,coordinate15,coordinate16,coordinate17,coordinate18,coordinate19,coordinate20,coordinate21,coordinate22,coordinate23,coordinate24,coordinate25,coordinate26,coordinate27,coordinate28,coordinate29,coordinate30,coordinate31,coordinate32,coordinate33,coordinate34,coordinate35,coordinate36,coordinate37,coordinate38,coordinate39,coordinate40,coordinate41
10,Right,0.0,0.0,-0.052941176470588235,0.27647058823529413,-0.25882352941176473,0.4588235294117647,-0.4235294117647059,0.5588235294117647,-0.5529411764705883,0.6,-0.6882352941176471,0.3411764705882353,-1.0,0.4117647058823529,-0.888235294117647,0.5588235294117647,-0.7235294117647059,0.5764705882352941,-0.6764705882352942,0.21764705882352942,-0.9941176470588236,0.3176470588235294,-0.8,0.5,-0.6058823529411764,0.5058823529411764,-0.6058823529411764,0.07647058823529412,-0.9,0.1411764705882353,-0.7176470588235294,0.32941176470588235,-0.5529411764705883,0.35294117647058826,-0.4764705882352941,-0.07647058823529412,-0.6764705882352942,0.0,-0.5764705882352941,0.15294117647058825,-0.4470588235294118,0.18235294117647058
10,Right,0.0,0.0,-0.016853932584269662,0.20786516853932585,-0.15730337078651685,0.4044943820224719,-0.2696629213483146,0.5168539325842697,-0.34831460674157305,0.4943820224719101,-0.6910112359550562,0.3146067415730337,-0.9662921348314607,0.3539325842696629,-0.8876404494382022,0.5,-0.7191011235955056,0.5449438202247191,-0.702247191011236,0.15168539325842698,-1.0,0.20786516853932585,-0.8089887640449438,0.37640449438202245,-0.6123595505617978,0.38764044943820225,-0.6404494382022472,-0.016853932584269662,-0.9269662921348315,0.02247191011235955,-0.7471910112359551,0.1853932584269663,-0.5561797752808989,0.19662921348314608,-0.5280898876404494,-0.1853932584269663,-0.7078651685393258,-0.11797752808988764,-0.601123595505618,0.0,-0.46629213483146065,0.0056179775280898875
10,Right,0.0,0.0,-0.02185792349726776,0.2677595628415301,-0.1912568306010929,0.4644808743169399,-0.3224043715846995,0.5573770491803278,-0.3551912568306011,0.45901639344262296,-0.6666666666666666,0.34972677595628415,-0.9672131147540983,0.33879781420765026,-0.8797814207650273,0.453551912568306,-0.726775956284153,0.4918032786885246,-0.639344262295082,0.21311475409836064,-1.0,0.16939890710382513,-0.8469945355191257,0.3005464480874317,-0.6994535519125683,0.3224043715846995,-0.5683060109289617,0.06557377049180328,-0.8907103825136612,0.00546448087431694,-0.7650273224043715,0.13114754098360656,-0.6229508196721312,0.14207650273224043,-0.45901639344262296,-0.06557377049180328,-0.6830601092896175,-0.09836065573770492,-0.6284153005464481,-0.0273224043715847,-0.5355191256830601,-0.0273224043715847
10,Left,0.0,0.0,-0.0916030534351145,0.3282442748091603,-0.3816793893129771,0.6030534351145038,-0.5954198473282443,0.732824427480916,-0.5801526717557252,0.7557251908396947,-0.6717557251908397,0.4122137404580153,-1.0,0.46564885496183206,-0.8625954198473282,0.5648854961832062,-0.6183206106870229,0.6870229007633588,-0.6793893129770993,0.1450381679389313,-0.9770992366412213,0.12213740458015267,-0.7633587786259542,0.26717557251908397,-0.4961832061068702,0.3816793893129771,-0.5801526717557252,-0.13740458015267176,-0.8778625954198473,-0.12213740458015267,-0.6870229007633588,0.06870229007633588,-0.46564885496183206,0.22900763358778625,-0.4198473282442748,-0.3893129770992366,-0.6183206106870229,-0.42748091603053434,-0.5114503816793893,-0.2900763358778626,-0.3816793893129771,-0.15267175572519084
10,Right,0.0,0.0,-0.03333333333333333,0.36666666666666664,-0.14166666666666666,0.65,-0.016666666666666666,0.8166666666666667,0.1,0.8666666666666667,-0.6,0.375,-0.8916666666666667,0.5333333333333333,-0.7166666666666667,0.7166666666666667,-0.45,0.7833333333333333,-0.5666666666666667,0.10833333333333334,-1.0,0.175,-0.7416666666666667,0.4,-0.43333333333333335,0.5,-0.475,-0.13333333333333333,-0.8333333333333334,-0.13333333333333333,-0.6166666666666667,0.09166666666666666,-0.325,0.20833333333333334,-0.325,-0.39166666666666666,-0.5833333333333334,-0.39166666666666666,-0.4583333333333333,-0.25,-0.25,-0.15833333333333333
10,Right,0.0,0.0,0.02877697841726619,0.35251798561151076,-0.03597122302158273,0.60431654676259,-0.08633093525179857,0.7482014388489209,-0.050359712230215826,0.5971223021582733,-0.6690647482014388,0.4028776978417266,-0.935251798561151,0.4028776978417266,-0.8201438848920863,0.4892086330935252,-0.6115107913669064,0.5107913669064749,-0.6834532374100719,0.15827338129496402,-1.0,0.05755395683453238,-0.8273381294964028,0.16546762589928057,-0.6187050359712231,0.2158273381294964,-0.60431654676259,-0.07194244604316546,-0.8776978417266187,-0.20863309352517986,-0.7553956834532374,-0.11510791366906475,-0.5899280575539568,-0.07194244604316546,-0.460431654676259,-0.2589928057553957,-0.5971223021582733,-0.3597122302158273,-0.5467625899280576,-0.33093525179856115,-0.48201438848920863,-0.31654676258992803
10,Right,0.0,0.0,-0.009345794392523364,0.26635514018691586,-0.2102803738317757,0.4532710280373832,-0.38317757009345793,0.5560747663551402,-0.4158878504672897,0.411214953271028,-0.6495327102803738,0.2850467289719626,-0.9205607476635514,0.24766355140186916,-0.9299065420560748,0.32242990654205606,-0.794392523364486,0.3691588785046729,-0.6682242990654206,0.09813084112149532,-1.0,0.037383177570093455,-0.9626168224299065,0.1261682242990654,-0.7850467289719626,0.17757009345794392,-0.6214953271028038,-0.0794392523364486,-0.9392523364485982,-0.14485981308411214,-0.9252336448598131,-0.06074766355140187,-0.7663551401869159,-0.009345794392523364,-0.5373831775700935,-0.24299065420560748,-0.7850467289719626,-0.29906542056074764,-0.8084112149532711,-0.2383177570093458,-0.7102803738317757,-0.17757009345794392
10,Right,0.0,0.0,-0.07264957264957266,0.27350427350427353,-0.2692307692307692,0.452991452991453,-0.44871794871794873,0.5598290598290598,-0.47435897435897434,0.405982905982906,-0.6752136752136753,0.2905982905982906,-0.9358974358974359,0.2564102564102564,-0.9572649572649573,0.3076923076923077,-0.8333333333333334,0.3418803418803419,-0.6794871794871795,0.11965811965811966,-1.0,0.0641025641025641,-0.9914529914529915,0.12393162393162394,-0.8290598290598291,0.1623931623931624,-0.6410256410256411,-0.038461538461538464,-0.9401709401709402,-0.09401709401709402,-0.9444444444444444,-0.03418803418803419,-0.7948717948717948,0.004273504273504274,-0.5641025641025641,-0.20085470085470086,-0.7991452991452992,-0.23931623931623933,-0.8504273504273504,-0.19230769230769232,-0.7735042735042735,-0.14102564102564102
10,Right,0.0,0.0,0.0,0.37254901960784315,-0.14705882352941177,0.7156862745098039,-0.23529411764705882,0.9117647058823529,-0.21568627450980393,1.0,-0.5980392156862745,0.5784313725490197,-0.9019607843137255,0.696078431372549,-0.7843137254901961,0.7843137254901961,-0.5392156862745098,0.8431372549019608,-0.6568627450980392,0.23529411764705882,-1.0,0.28431372549019607,-0.7549019607843137,0.38235294117647056,-0.47058823529411764,0.4215686274509804,-0.5882352941176471,-0.09803921568627451,-0.8529411764705882,-0.0784313725490196,-0.6568627450980392,0.0392156862745098,-0.4215686274509804,0.11764705882352941,-0.4117647058823529,-0.4019607843137255,-0.5686274509803921,-0.43137254901960786,-0.45098039215686275,-0.3137254901960784,-0.29411764705882354,-0.18627450980392157
10,Right,0.0,0.0,-0.0794979079497908,0.2594142259414226,-0.2803347280334728,0.4309623430962343,-0.4602510460251046,0.5104602510460251,-0.47280334728033474,0.3682008368200837,-0.6820083682008368,0.27615062761506276,-0.9539748953974896,0.24267782426778242,-0.9623430962343096,0.2803347280334728,-0.8368200836820083,0.3054393305439331,-0.6820083682008368,0.1087866108786611,-1.0,0.05439330543933055,-0.9790794979079498,0.10460251046025104,-0.8242677824267782,0.14225941422594143,-0.6443514644351465,-0.04602510460251046,-0.9288702928870293,-0.100418410041841,-0.9456066945606695,-0.04602510460251046,-0.799163179916318,-0.012552301255230125,-0.5690376569037657,-0.20502092050209206,-0.799163179916318,-0.2384937238493724,-0.8493723849372385,-0.200836820083682,-0.7740585774058577,-0.16317991631799164
