class,hand,k0x,k0y,k1x,k1y,k2x,k2y,k3x,k3y,k4x,k4y,k5x,k5y,k6x,k6y,k7x,k7y,k8x,k8y,k9x,k9y,k10x,k10y,k11x,k11y,k12x,k12y,k13x,k13y,k14x,k14y,k15x,k15y,k16x,k16y,k17x,k17y,k18x,k18y,k19x,k19y,k20x,k20y
5,Right,0.0,0.0,-0.15897435897435896,-0.19487179487179487,-0.35384615384615387,-0.2564102564102564,-0.5333333333333333,-0.1794871794871795,-0.6974358974358974,-0.09743589743589744,-0.3641025641025641,-0.3128205128205128,-0.6666666666666666,-0.18974358974358974,-0.8358974358974359,-0.07179487179487179,-0.9846153846153847,0.041025641025641026,-0.28205128205128205,-0.1282051282051282,-0.6153846153846154,-0.015384615384615385,-0.8205128205128205,0.11282051282051282,-1.0,0.22564102564102564,-0.2,0.046153846153846156,-0.4666666666666667,0.16923076923076924,-0.6666666666666666,0.28205128205128205,-0.8358974358974359,0.3641025641025641,-0.1282051282051282,0.2153846153846154,-0.35384615384615387,0.3230769230769231,-0.5076923076923077,0.39487179487179486,-0.6512820512820513,0.40512820512820513
5,Right,0.0,0.0,-0.13857677902621723,-0.13857677902621723,-0.36329588014981273,-0.21722846441947566,-0.5692883895131086,-0.1947565543071161,-0.7116104868913857,-0.13857677902621723,-0.36329588014981273,-0.3445692883895131,-0.6779026217228464,-0.2958801498127341,-0.8614232209737828,-0.21722846441947566,-0.9887640449438202,-0.14232209737827714,-0.299625468164794,-0.24344569288389514,-0.6479400749063671,-0.18726591760299627,-0.8576779026217228,-0.08614232209737828,-1.0,-0.003745318352059925,-0.24719101123595505,-0.09737827715355805,-0.5805243445692884,-0.052434456928838954,-0.7752808988764045,0.026217228464419477,-0.9026217228464419,0.0898876404494382,-0.2209737827715356,0.07116104868913857,-0.49063670411985016,0.10112359550561797,-0.6554307116104869,0.13108614232209737,-0.7827715355805244,0.149812734082397
5,Right,0.0,0.0,-0.2054263565891473,-0.05426356589147287,-0.46124031007751937,-0.15503875968992248,-0.6627906976744186,-0.17054263565891473,-0.8372093023255814,-0.1434108527131783,-0.32945736434108525,-0.4418604651162791,-0.627906976744186,-0.4728682170542636,-0.8333333333333334,-0.4263565891472868,-0.9806201550387597,-0.36046511627906974,-0.26744186046511625,-0.37209302325581395,-0.6007751937984496,-0.40310077519379844,-0.8372093023255814,-0.3333333333333333,-1.0,-0.25193798449612403,-0.21705426356589147,-0.2441860465116279,-0.5465116279069767,-0.2751937984496124,-0.7596899224806202,-0.2248062015503876,-0.9031007751937985,-0.17054263565891473,-0.1937984496124031,-0.07751937984496124,-0.4418604651162791,-0.1124031007751938,-0.6162790697674418,-0.11627906976744186,-0.748062015503876,-0.11627906976744186
5,Right,0.0,0.0,-0.3474903474903475,-0.04633204633204633,-0.583011583011583,-0.15444015444015444,-0.7606177606177607,-0.1969111969111969,-0.918918918918919,-0.2084942084942085,-0.41312741312741313,-0.4826254826254826,-0.6525096525096525,-0.4942084942084942,-0.8455598455598455,-0.47104247104247104,-1.0,-0.4362934362934363,-0.3359073359073359,-0.4362934362934363,-0.6293436293436293,-0.4555984555984556,-0.8455598455598455,-0.39768339768339767,-1.0,-0.3359073359073359,-0.2702702702702703,-0.32432432432432434,-0.5598455598455598,-0.3474903474903475,-0.752895752895753,-0.30115830115830117,-0.888030888030888,-0.25096525096525096,-0.21235521235521235,-0.1583011583011583,-0.4015444015444015,-0.1891891891891892,-0.528957528957529,-0.1969111969111969,-0.6254826254826255,-0.2084942084942085
5,Right,0.0,0.0,-0.40476190476190477,-0.12301587301587301,-0.6507936507936508,-0.2619047619047619,-0.8293650793650794,-0.3134920634920635,-1.0,-0.3055555555555556,-0.4603174603174603,-0.5396825396825397,-0.6666666666666666,-0.6071428571428571,-0.8293650793650794,-0.6349206349206349,-0.9682539682539683,-0.6468253968253969,-0.39285714285714285,-0.5396825396825397,-0.6428571428571429,-0.6388888888888888,-0.8253968253968254,-0.6587301587301587,-0.9563492063492064,-0.6587301587301587,-0.3412698412698413,-0.48412698412698413,-0.5992063492063492,-0.5992063492063492,-0.8055555555555556,-0.6190476190476191,-0.9563492063492064,-0.6190476190476191,-0.31746031746031744,-0.36507936507936506,-0.5515873015873016,-0.4603174603174603,-0.7380952380952381,-0.49206349206349204,-0.8849206349206349,-0.5119047619047619
5,Right,0.0,0.0,-0.2821576763485477,-0.016597510373443983,-0.5311203319502075,-0.15352697095435686,-0.7302904564315352,-0.1991701244813278,-0.9045643153526971,-0.17427385892116182,-0.29045643153526973,-0.6141078838174274,-0.5850622406639004,-0.7012448132780082,-0.8049792531120332,-0.6846473029045643,-0.975103734439834,-0.6348547717842323,-0.24481327800829875,-0.6141078838174274,-0.5933609958506224,-0.7053941908713693,-0.8215767634854771,-0.6804979253112033,-1.0,-0.6265560165975104,-0.22406639004149378,-0.5435684647302904,-0.5643153526970954,-0.6597510373443983,-0.7925311203319502,-0.6473029045643154,-0.9626556016597511,-0.6058091286307054,-0.24481327800829875,-0.42323651452282157,-0.5103734439834025,-0.5186721991701245,-0.6846473029045643,-0.5435684647302904,-0.8215767634854771,-0.5518672199170125
5,Right,0.0,0.0,-0.40239043824701193,-0.13545816733067728,-0.6533864541832669,-0.2788844621513944,-0.8366533864541833,-0.32270916334661354,-1.0,-0.32270916334661354,-0.4302788844621514,-0.6374501992031872,-0.6454183266932271,-0.7091633466135459,-0.8047808764940239,-0.7529880478087649,-0.9482071713147411,-0.7848605577689243,-0.3705179282868526,-0.6334661354581673,-0.6334661354581673,-0.7370517928286853,-0.8047808764940239,-0.7649402390438247,-0.9402390438247012,-0.7729083665338645,-0.3386454183266932,-0.5776892430278885,-0.5976095617529881,-0.6932270916334662,-0.796812749003984,-0.7290836653386454,-0.9601593625498008,-0.7450199203187251,-0.3426294820717131,-0.46613545816733065,-0.5896414342629482,-0.5657370517928287,-0.7569721115537849,-0.6055776892430279,-0.900398406374502,-0.6334661354581673
5,Right,0.0,0.0,-0.38132295719844356,-0.12062256809338522,-0.6108949416342413,-0.2607003891050584,-0.7898832684824902,-0.30739299610894943,-0.9416342412451362,-0.29571984435797666,-0.4046692607003891,-0.6614785992217899,-0.6264591439688716,-0.7392996108949417,-0.8093385214007782,-0.7704280155642024,-0.9688715953307393,-0.7821011673151751,-0.3463035019455253,-0.6731517509727627,-0.6381322957198443,-0.7626459143968871,-0.8404669260700389,-0.7898832684824902,-1.0,-0.7898832684824902,-0.31906614785992216,-0.6303501945525292,-0.5992217898832685,-0.7315175097276264,-0.8054474708171206,-0.7587548638132295,-0.980544747081712,-0.7587548638132295,-0.33852140077821014,-0.5330739299610895,-0.5719844357976653,-0.6381322957198443,-0.7276264591439688,-0.6848249027237354,-0.867704280155642,-0.7120622568093385
5,Right,0.0,0.0,-0.35537190082644626,-0.09917355371900827,-0.5826446280991735,-0.2396694214876033,-0.7727272727272727,-0.2892561983471074,-0.9338842975206612,-0.2727272727272727,-0.40082644628099173,-0.6818181818181818,-0.628099173553719,-0.7851239669421488,-0.8140495867768595,-0.8099173553719008,-0.9710743801652892,-0.7975206611570248,-0.34710743801652894,-0.7107438016528925,-0.6322314049586777,-0.8305785123966942,-0.8388429752066116,-0.8388429752066116,-1.0,-0.8099173553719008,-0.3140495867768595,-0.6859504132231405,-0.5909090909090909,-0.8181818181818182,-0.7975206611570248,-0.8347107438016529,-0.9628099173553719,-0.8181818181818182,-0.32231404958677684,-0.6115702479338843,-0.5454545454545454,-0.731404958677686,-0.7024793388429752,-0.7727272727272727,-0.8471074380165289,-0.8016528925619835
5,Right,0.0,0.0,-0.365296803652968,-0.0547945205479452,-0.589041095890411,-0.1917808219178082,-0.7853881278538812,-0.2328767123287671,-0.954337899543379,-0.2054794520547945,-0.3881278538812785,-0.6940639269406392,-0.6164383561643836,-0.817351598173516,-0.8036529680365296,-0.8401826484018264,-0.9634703196347032,-0.8264840182648402,-0.3333333333333333,-0.7351598173515982,-0.6164383561643836,-0.867579908675799,-0.8264840182648402,-0.8812785388127854,-1.0,-0.8493150684931506,-0.2968036529680365,-0.7168949771689498,-0.5844748858447488,-0.863013698630137,-0.7990867579908676,-0.8904109589041096,-0.9771689497716894,-0.8858447488584474,-0.3013698630136986,-0.6484018264840182,-0.54337899543379,-0.7899543378995434,-0.7168949771689498,-0.8447488584474886,-0.8767123287671232,-0.8812785388127854
