class,hand,coordinate0,coordinate1,coordinate2,coordinate3,coordinate4,coordinate5,coordinate6,coordinate7,coordinate8,coordinate9,coordinate10,coordinate11,coordinate12,coordinate13,coordinate14,coordinate15,coordinate16,coordinate17,coordinate18,coordinate19,coordinate20,coordinate21,coordinate22,coordinate23,coordinate24,coordinate25,coordinate26,coordinate27,coordinate28,coordinate29,coordinate30,coordinate31,coordinate32,coordinate33,coordinate34,coordinate35,coordinate36,coordinate37,coordinate38,coordinate39,coordinate40,coordinate41
26,Right,0.0,0.0,-0.29545454545454547,-0.18181818181818182,-0.6306818181818182,-0.10795454545454546,-0.8352272727272727,0.07954545454545454,-0.8806818181818182,0.17613636363636365,-0.5965909090909091,-0.011363636363636364,-1.0,0.07954545454545454,-0.9147727272727273,0.10227272727272728,-0.7613636363636364,0.07386363636363637,-0.5,0.21022727272727273,-0.8977272727272727,0.38636363636363635,-0.8295454545454546,0.36363636363636365,-0.7045454545454546,0.3068181818181818,-0.38636363636363635,0.38636363636363635,-0.7045454545454546,0.4090909090909091,-0.6534090909090909,0.4090909090909091,-0.5568181818181818,0.4090909090909091,-0.2727272727272727,0.4090909090909091,-0.5284090909090909,0.4090909090909091,-0.5,0.4090909090909091,-0.4147727272727273,0.4090909090909091
26,Right,0.0,0.0,-0.23353293413173654,-0.281437125748503,-0.6167664670658682,-0.33532934131736525,-0.8862275449101796,-0.18562874251497005,-0.9161676646706587,-0.005988023952095809,-0.6167664670658682,-0.2275449101796407,-1.0,-0.16167664670658682,-0.9101796407185628,-0.16167664670658682,-0.7425149700598802,-0.17964071856287425,-0.5449101796407185,0.029940119760479042,-0.9580838323353293,0.1377245508982036,-0.8682634730538922,0.08982035928143713,-0.7125748502994012,0.041916167664670656,-0.4491017964071856,0.25748502994011974,-0.8143712574850299,0.3413173652694611,-0.7365269461077845,0.2694610778443114,-0.5988023952095808,0.2155688622754491,-0.3473053892215569,0.4491017964071856,-0.6646706586826348,0.49101796407185627,-0.6047904191616766,0.4311377245508982,-0.47904191616766467,0.38922155688622756
26,Right,0.0,0.0,-0.17032967032967034,-0.2967032967032967,-0.47802197802197804,-0.42857142857142855,-0.7692307692307693,-0.37362637362637363,-0.9010989010989011,-0.24175824175824176,-0.6098901098901099,-0.4010989010989011,-0.945054945054945,-0.43956043956043955,-0.945054945054945,-0.34615384615384615,-0.8406593406593407,-0.2802197802197802,-0.6263736263736264,-0.17582417582417584,-1.0,-0.11538461538461539,-0.9065934065934066,-0.08241758241758242,-0.7637362637362637,-0.0989010989010989,-0.6043956043956044,0.04395604395604396,-0.8956043956043956,0.0989010989010989,-0.8021978021978022,0.08241758241758242,-0.6758241758241759,0.06043956043956044,-0.5439560439560439,0.25274725274725274,-0.7692307692307693,0.2692307692307692,-0.6868131868131868,0.24175824175824176,-0.5769230769230769,0.21978021978021978
26,Right,0.0,0.0,-0.12571428571428572,-0.32571428571428573,-0.38857142857142857,-0.49142857142857144,-0.6571428571428571,-0.4857142857142857,-0.8114285714285714,-0.38285714285714284,-0.6114285714285714,-0.5314285714285715,-0.9028571428571428,-0.5542857142857143,-0.8571428571428571,-0.4514285714285714,-0.7371428571428571,-0.4,-0.6685714285714286,-0.32571428571428573,-1.0,-0.28,-0.8971428571428571,-0.2057142857142857,-0.7542857142857143,-0.2057142857142857,-0.6742857142857143,-0.10285714285714286,-0.9257142857142857,-0.04,-0.8114285714285714,-0.005714285714285714,-0.6857142857142857,-0.022857142857142857,-0.6342857142857142,0.11428571428571428,-0.8171428571428572,0.14857142857142858,-0.72,0.15428571428571428,-0.6114285714285714,0.13714285714285715
26,Right,0.0,0.0,-0.12574850299401197,-0.3532934131736527,-0.3652694610778443,-0.5209580838323353,-0.5868263473053892,-0.5149700598802395,-0.7245508982035929,-0.41916167664670656,-0.5868263473053892,-0.6047904191616766,-0.8323353293413174,-0.6467065868263473,-0.844311377245509,-0.5329341317365269,-0.7604790419161677,-0.46107784431137727,-0.7005988023952096,-0.41916167664670656,-1.0,-0.3712574850299401,-0.9281437125748503,-0.2754491017964072,-0.7904191616766467,-0.25748502994011974,-0.7604790419161677,-0.20958083832335328,-0.9580838323353293,-0.11377245508982035,-0.8502994011976048,-0.05389221556886228,-0.7365269461077845,-0.07784431137724551,-0.7604790419161677,0.011976047904191617,-0.874251497005988,0.09580838323353294,-0.7664670658682635,0.1317365269461078,-0.6646706586826348,0.10179640718562874
26,Right,0.0,0.0,-0.16111111111111112,-0.31666666666666665,-0.42777777777777776,-0.4444444444444444,-0.6555555555555556,-0.4666666666666667,-0.7833333333333333,-0.4,-0.65,-0.5722222222222222,-0.8555555555555555,-0.6055555555555555,-0.8333333333333334,-0.5111111111111111,-0.7611111111111111,-0.4777777777777778,-0.75,-0.4166666666666667,-1.0,-0.4111111111111111,-0.9166666666666666,-0.3055555555555556,-0.7888888888888889,-0.29444444444444445,-0.7833333333333333,-0.22777777777777777,-0.9444444444444444,-0.16666666666666666,-0.8444444444444444,-0.1,-0.7277777777777777,-0.12222222222222222,-0.7611111111111111,-0.027777777777777776,-0.8611111111111112,0.027777777777777776,-0.7611111111111111,0.06666666666666667,-0.6555555555555556,0.03888888888888889
26,Right,0.0,0.0,-0.18023255813953487,-0.36627906976744184,-0.47093023255813954,-0.5174418604651163,-0.686046511627907,-0.5,-0.813953488372093,-0.38372093023255816,-0.7441860465116279,-0.627906976744186,-0.9011627906976745,-0.5872093023255814,-0.8430232558139535,-0.47674418604651164,-0.7383720930232558,-0.436046511627907,-0.8662790697674418,-0.46511627906976744,-1.0,-0.4011627906976744,-0.9069767441860465,-0.3023255813953488,-0.7674418604651163,-0.29069767441860467,-0.9127906976744186,-0.2616279069767442,-0.9767441860465116,-0.18023255813953487,-0.8662790697674418,-0.12209302325581395,-0.7441860465116279,-0.14534883720930233,-0.9069767441860465,-0.046511627906976744,-0.9186046511627907,0.040697674418604654,-0.7906976744186046,0.06976744186046512,-0.686046511627907,0.046511627906976744
26,Right,0.0,0.0,-0.15337423312883436,-0.34355828220858897,-0.4294478527607362,-0.48466257668711654,-0.6441717791411042,-0.4723926380368098,-0.7730061349693251,-0.3558282208588957,-0.6687116564417178,-0.6319018404907976,-0.8711656441717791,-0.5337423312883436,-0.8466257668711656,-0.3987730061349693,-0.7607361963190185,-0.3312883435582822,-0.8098159509202454,-0.4785276073619632,-0.9877300613496932,-0.3312883435582822,-0.9202453987730062,-0.20245398773006135,-0.7914110429447853,-0.17791411042944785,-0.8895705521472392,-0.27607361963190186,-1.0,-0.11042944785276074,-0.8957055214723927,-0.024539877300613498,-0.7668711656441718,-0.04294478527607362,-0.9141104294478528,-0.06134969325153374,-0.9570552147239264,0.10429447852760736,-0.8466257668711656,0.1656441717791411,-0.7361963190184049,0.1411042944785276
26,Right,0.0,0.0,-0.16560509554140126,-0.3630573248407643,-0.4394904458598726,-0.4840764331210191,-0.6751592356687898,-0.43312101910828027,-0.8089171974522293,-0.28662420382165604,-0.6305732484076433,-0.6114649681528662,-0.8535031847133758,-0.43312101910828027,-0.8152866242038217,-0.2929936305732484,-0.7197452229299363,-0.24203821656050956,-0.7898089171974523,-0.46496815286624205,-0.9617834394904459,-0.2484076433121019,-0.8789808917197452,-0.12101910828025478,-0.7515923566878981,-0.10828025477707007,-0.8789808917197452,-0.267515923566879,-1.0,-0.050955414012738856,-0.8789808917197452,0.044585987261146494,-0.7643312101910829,0.01910828025477707,-0.9171974522292994,-0.044585987261146494,-0.9617834394904459,0.17197452229299362,-0.8343949044585988,0.22929936305732485,-0.732484076433121,0.1910828025477707
26,Right,0.0,0.0,-0.14,-0.32666666666666666,-0.4066666666666667,-0.46,-0.64,-0.41333333333333333,-0.78,-0.25333333333333335,-0.6333333333333333,-0.5933333333333334,-0.84,-0.36666666666666664,-0.8,-0.21333333333333335,-0.6866666666666666,-0.15333333333333332,-0.7866666666666666,-0.4533333333333333,-0.94,-0.19333333333333333,-0.86,-0.06,-0.7333333333333333,-0.03333333333333333,-0.8733333333333333,-0.24666666666666667,-1.0,-0.013333333333333334,-0.8933333333333333,0.09333333333333334,-0.78,0.09333333333333334,-0.9066666666666666,-0.02,-0.9533333333333334,0.20666666666666667,-0.84,0.28,-0.7466666666666667,0.26
