class,hand,k0x,k0y,k0z,k1x,k1y,k1z,k2x,k2y,k2z,k3x,k3y,k3z,k4x,k4y,k4z,k5x,k5y,k5z,k6x,k6y,k6z,k7x,k7y,k7z,k8x,k8y,k8z,k9x,k9y,k9z,k10x,k10y,k10z,k11x,k11y,k11z,k12x,k12y,k12z,k13x,k13y,k13z,k14x,k14y,k14z,k15x,k15y,k15z,k16x,k16y,k16z,k17x,k17y,k17z,k18x,k18y,k18z,k19x,k19y,k19z,k20x,k20y,k20z
15,Right,0.0,0.0,0.0,-0.4444444444444444,0.09401709401709402,-1.6922500266473956e-05,-0.7777777777777778,0.42735042735042733,-6.554696730746717e-05,-0.8974358974358975,0.7777777777777778,-0.00010670787493565697,-0.905982905982906,0.8803418803418803,-0.00016262609820003737,-0.8632478632478633,0.4700854700854701,-0.0001862594035336558,-1.0,0.8803418803418803,-0.00026549511825859593,-0.9914529914529915,0.8803418803418803,-0.00031232685700364137,-0.9658119658119658,0.8803418803418803,-0.00034076998971389443,-0.5726495726495726,0.5726495726495726,-0.00021514079913547449,-0.6666666666666666,0.8803418803418803,-0.0002723693932623389,-0.6666666666666666,0.8803418803418803,-0.0002909266562433787,-0.6495726495726496,0.8803418803418803,-0.0003123681854378927,-0.23931623931623933,0.6495726495726496,-0.00023631085973952105,-0.3247863247863248,0.8803418803418803,-0.00027822717345601006,-0.3504273504273504,0.8803418803418803,-0.0002701895571562423,-0.38461538461538464,0.8803418803418803,-0.0002719251603542693,0.06837606837606838,0.7094017094017094,-0.00025478151768114365,-0.03418803418803419,0.8803418803418803,-0.0002928040115132754,-0.05128205128205128,0.8803418803418803,-0.00027866583434867597,-0.07692307692307693,0.8803418803418803,-0.00026703512779590964
15,Right,0.0,0.0,0.0,-0.28350515463917525,0.010309278350515464,-2.0410610761623896e-05,-0.5154639175257731,0.1958762886597938,-5.8497808350668614e-05,-0.6185567010309279,0.44329896907216493,-8.904583688335308e-05,-0.6443298969072165,0.6391752577319587,-0.00013061692739970893,-0.5927835051546392,0.14432989690721648,-0.00014490326207409188,-0.7268041237113402,0.5154639175257731,-0.00020657560618661102,-0.7680412371134021,0.7474226804123711,-0.00024347779421241,-0.788659793814433,0.9278350515463918,-0.0002650603403666584,-0.4020618556701031,0.18556701030927836,-0.00016019447460395762,-0.5360824742268041,0.6185567010309279,-0.00021981033365529824,-0.5876288659793815,0.8917525773195877,-0.00024833263477492564,-0.6237113402061856,1.0,-0.0002708408195557052,-0.20618556701030927,0.25773195876288657,-0.00016822378096900022,-0.32989690721649484,0.654639175257732,-0.000221979988811188,-0.4020618556701031,0.8814432989690721,-0.0002379314898439288,-0.4484536082474227,1.0,-0.00024671461062111794,-0.02577319587628866,0.3556701030927835,-0.00017227829859822055,-0.14432989690721648,0.634020618556701,-0.0002138268453475125,-0.20618556701030927,0.7319587628865979,-0.00021507113071225341,-0.25257731958762886,0.7783505154639175,-0.00021223772099730883
15,Right,0.0,0.0,0.0,-0.29878048780487804,-0.012195121951219513,-4.3389772172033e-05,-0.573170731707317,0.1402439024390244,-0.00010189439153509236,-0.7073170731707317,0.4024390243902439,-0.00014676350288621602,-0.7682926829268293,0.6097560975609756,-0.00020220078579519647,-0.7073170731707317,0.012195121951219513,-0.0002188567177259129,-0.8841463414634146,0.4268292682926829,-0.0003034354133647905,-0.9451219512195121,0.676829268292683,-0.0003498840137296849,-0.9939024390243902,0.8719512195121951,-0.0003783588834359667,-0.4878048780487805,0.03048780487804878,-0.000233985008052043,-0.6829268292682927,0.49390243902439024,-0.0003189922029359827,-0.7682926829268293,0.7926829268292683,-0.0003558336884944693,-0.8170731707317073,1.0,-0.00038514988321340003,-0.2621951219512195,0.0975609756097561,-0.00024214807313373244,-0.43902439024390244,0.5182926829268293,-0.0003226231570721915,-0.5304878048780488,0.7865853658536586,-0.00035247431710709224,-0.5975609756097561,0.9695121951219512,-0.0003703289066217083,-0.06707317073170732,0.21951219512195122,-0.0002466890884316338,-0.21341463414634146,0.5304878048780488,-0.00031798028688588586,-0.2926829268292683,0.676829268292683,-0.00034011771090857205,-0.36585365853658536,0.7621951219512195,-0.0003519366259689527
15,Right,0.0,0.0,0.0,-0.23529411764705882,0.12254901960784313,-1.9372299405239235e-05,-0.44607843137254904,0.18137254901960784,-5.0500528394249e-05,-0.5784313725490197,0.24019607843137256,-7.885185477600014e-05,-0.6862745098039216,0.28431372549019607,-0.00011387574674563885,-0.6323529411764706,-0.23039215686274508,-8.250179925205296e-05,-0.8186274509803921,-0.014705882352941176,-0.00014076210728282656,-0.9215686274509803,0.14705882352941177,-0.0001859985356423865,-1.0,0.27941176470588236,-0.00021636766825348358,-0.4950980392156863,-0.25,-0.0001060777189140891,-0.7058823529411765,0.0196078431372549,-0.00016022765302302426,-0.8137254901960784,0.20098039215686275,-0.00019775171696667212,-0.9068627450980392,0.3333333333333333,-0.00022654141779735612,-0.3333333333333333,-0.19607843137254902,-0.0001288331890409564,-0.5490196078431373,0.06862745098039216,-0.0001984466296971509,-0.6372549019607843,0.24019607843137256,-0.00022457457408712995,-0.7107843137254902,0.3431372549019608,-0.0002365226757479145,-0.17647058823529413,-0.09313725490196079,-0.00014854169127515352,-0.3333333333333333,0.15196078431372548,-0.00021182821941253822,-0.3284313725490196,0.23039215686274508,-0.0002192872914799953,-0.3137254901960784,0.24019607843137256,-0.00021739902582934892
15,Right,0.0,0.0,0.0,-0.2553191489361702,0.05851063829787234,-2.705738472597739e-05,-0.4734042553191489,0.03723404255319149,-5.933941786855168e-05,-0.6117021276595744,0.0425531914893617,-8.917243922430492e-05,-0.6702127659574468,0.07446808510638298,-0.00012616253090451716,-0.5585106382978723,-0.31382978723404253,-8.568677624275419e-05,-0.776595744680851,-0.15425531914893617,-0.00014490644793347185,-0.8936170212765957,-0.026595744680851064,-0.00019109046690110539,-1.0,0.0797872340425532,-0.00022277620094990819,-0.425531914893617,-0.324468085106383,-0.00010748338042524609,-0.675531914893617,-0.13829787234042554,-0.00016079503893321208,-0.8085106382978723,0.02127659574468085,-0.00019873874548370876,-0.925531914893617,0.13829787234042554,-0.00022917042396273095,-0.28191489361702127,-0.26595744680851063,-0.00012968811195684582,-0.4946808510638298,-0.07446808510638298,-0.00019167216701813542,-0.6170212765957447,0.0851063829787234,-0.00022273248823502306,-0.7287234042553191,0.19148936170212766,-0.00024171210913685116,-0.13829787234042554,-0.15425531914893617,-0.00015111298963213564,-0.2872340425531915,0.03723404255319149,-0.00020438234231676537,-0.34574468085106386,0.14361702127659576,-0.00021808370243464722,-0.39361702127659576,0.2127659574468085,-0.00022474997071612732
15,Right,0.0,0.0,0.0,-0.3147208121827411,0.1116751269035533,-3.237201008218232e-05,-0.5380710659898477,0.116751269035533,-7.34771752521112e-05,-0.5888324873096447,0.12690355329949238,-0.00011893172085106108,-0.5076142131979695,0.09137055837563451,-0.00017171686244315946,-0.6446700507614214,-0.3197969543147208,-6.777919718731517e-05,-0.7969543147208121,-0.25888324873096447,-0.00014081076679619474,-0.9035532994923858,-0.16243654822335024,-0.000201690037611802,-1.0,-0.050761421319796954,-0.00024405292318983166,-0.5228426395939086,-0.3553299492385787,-0.00010148109011059524,-0.7055837563451777,-0.29949238578680204,-0.00017067565325979087,-0.8477157360406091,-0.18781725888324874,-0.00022370761897179113,-0.9644670050761421,-0.08121827411167512,-0.00026119860015365716,-0.36548223350253806,-0.3299492385786802,-0.0001407923199906813,-0.5329949238578681,-0.2639593908629442,-0.00022683122761179387,-0.6548223350253807,-0.15736040609137056,-0.00027407967068038047,-0.7563451776649747,-0.07614213197969544,-0.00030014061027192865,-0.20304568527918782,-0.2436548223350254,-0.00018018040052951328,-0.3299492385786802,-0.1319796954314721,-0.0002618009436657227,-0.36548223350253806,-0.03553299492385787,-0.00028876854705752494,-0.38071065989847713,0.025380710659898477,-0.00030180507754132263
15,Right,0.0,0.0,0.0,-0.27,0.065,-2.1100285086408376e-05,-0.505,0.065,-3.316334550790501e-05,-0.585,0.025,-4.997243508286786e-05,-0.52,-0.06,-6.767095867134643e-05,-0.63,-0.26,1.2012939112633347e-05,-0.8,-0.27,-1.2990995166450859e-05,-0.9,-0.275,-4.1978935334459065e-05,-1.0,-0.27,-6.710804868079734e-05,-0.545,-0.35,-1.006156075336051e-05,-0.715,-0.38,-3.4720644909516096e-05,-0.835,-0.37,-6.94811051670463e-05,-0.955,-0.355,-9.408715981580329e-05,-0.41,-0.385,-3.943236879594636e-05,-0.515,-0.375,-8.501260410584521e-05,-0.625,-0.35,-0.000129828544888273,-0.735,-0.33,-0.0001566441437188537,-0.27,-0.365,-6.973462048508239e-05,-0.365,-0.26,-0.00011575991157032561,-0.395,-0.15,-0.00013642827849425388,-0.425,-0.065,-0.0001476152041886003
15,Right,0.0,0.0,0.0,-0.2391304347826087,0.0,-8.817266983385252e-05,-0.463768115942029,-0.12318840579710146,-0.00015191369609111177,-0.45652173913043476,-0.2318840579710145,-0.00021034375413591164,-0.2971014492753623,-0.3333333333333333,-0.0002702623221060908,-0.463768115942029,-0.7246376811594203,-6.78916765467384e-05,-0.7318840579710145,-0.7318840579710145,-0.000146282622861557,-0.8768115942028986,-0.7608695652173914,-0.00022673173807656136,-1.0,-0.8333333333333334,-0.00028717905431540697,-0.2391304347826087,-0.8260869565217391,-7.121787487583465e-05,-0.5072463768115942,-0.8043478260869565,-0.00012698641546381273,-0.6811594202898551,-0.8188405797101449,-0.00018179955406452152,-0.8188405797101449,-0.8695652173913043,-0.00022815220746427923,-0.014492753623188406,-0.8188405797101449,-8.732638105952802e-05,-0.21739130434782608,-0.8043478260869565,-0.00016656226640580937,-0.391304347826087,-0.8115942028985508,-0.00020931857044268926,-0.5507246376811594,-0.8478260869565217,-0.00023900098167454567,0.1956521739130435,-0.717391304347826,-0.00011028376596980054,-0.007246376811594203,-0.6666666666666666,-0.00018937864367931365,-0.14492753623188406,-0.5362318840579711,-0.00020786896010658597,-0.2536231884057971,-0.4420289855072464,-0.00021599387223724588
15,Right,0.0,0.0,0.0,-0.2849462365591398,0.026881720430107527,-2.707927488994687e-05,-0.4946236559139785,0.0,-4.540271106909512e-05,-0.5698924731182796,-0.10752688172043011,-6.900872906211716e-05,-0.510752688172043,-0.25268817204301075,-9.278480355299762e-05,-0.6559139784946236,-0.3333333333333333,1.1656258583685798e-05,-0.8118279569892473,-0.41935483870967744,-1.317695840915197e-05,-0.9032258064516129,-0.478494623655914,-4.1668400460858106e-05,-1.0,-0.543010752688172,-6.945526318687097e-05,-0.543010752688172,-0.44623655913978494,-1.209144061133258e-05,-0.7204301075268817,-0.543010752688172,-3.5437819890461546e-05,-0.8172043010752689,-0.6075268817204301,-7.034684432452557e-05,-0.9247311827956989,-0.6774193548387096,-9.819399516591295e-05,-0.3870967741935484,-0.5,-4.466809283503754e-05,-0.5,-0.5860215053763441,-9.325327883647166e-05,-0.6021505376344086,-0.6236559139784946,-0.0001403236336205194,-0.7096774193548387,-0.6559139784946236,-0.00016990817673907317,-0.20430107526881722,-0.5053763440860215,-7.899195127271669e-05,-0.3172043010752688,-0.489247311827957,-0.00013203991988816401,-0.3763440860215054,-0.4032258064516129,-0.00015784326331111525,-0.43010752688172044,-0.3118279569892473,-0.00017324972207990858
15,Right,0.0,0.0,0.0,-0.26436781609195403,0.011494252873563218,-4.166459248779446e-05,-0.4942528735632184,-0.05747126436781609,-6.65991326372612e-05,-0.5344827586206896,-0.20689655172413793,-9.238999713194393e-05,-0.45977011494252873,-0.3850574712643678,-0.00011949069189382307,-0.6149425287356322,-0.4425287356321839,-9.671763944764139e-06,-0.7931034482758621,-0.5804597701149425,-3.356107983206493e-05,-0.896551724137931,-0.6724137931034483,-6.108428460196129e-05,-1.0,-0.7701149425287356,-8.951010687194634e-05,-0.4942528735632184,-0.5517241379310345,-2.7300908791857438e-05,-0.6666666666666666,-0.6839080459770115,-4.92610856405033e-05,-0.7758620689655172,-0.7758620689655172,-8.158002360738169e-05,-0.8908045977011494,-0.8793103448275862,-0.00011007410004674315,-0.3333333333333333,-0.603448275862069,-5.453231253611243e-05,-0.4482758620689655,-0.735632183908046,-0.00010405984366187716,-0.5517241379310345,-0.8218390804597702,-0.00015063525350382572,-0.6551724137931034,-0.9137931034482759,-0.00018519997416324612,-0.14942528735632185,-0.6091954022988506,-8.439945283402954e-05,-0.28160919540229884,-0.5919540229885057,-0.00014417010853455967,-0.3103448275862069,-0.4367816091954023,-0.00016819433439162567,-0.3275862068965517,-0.3045977011494253,-0.00018510305238634303
