class,hand,k0x,k0y,k0z,k1x,k1y,k1z,k2x,k2y,k2z,k3x,k3y,k3z,k4x,k4y,k4z,k5x,k5y,k5z,k6x,k6y,k6z,k7x,k7y,k7z,k8x,k8y,k8z,k9x,k9y,k9z,k10x,k10y,k10z,k11x,k11y,k11z,k12x,k12y,k12z,k13x,k13y,k13z,k14x,k14y,k14z,k15x,k15y,k15z,k16x,k16y,k16z,k17x,k17y,k17z,k18x,k18y,k18z,k19x,k19y,k19z,k20x,k20y,k20z
22,Right,0.0,0.0,0.0,-0.18045112781954886,-0.17669172932330826,-3.5325125545036774e-05,-0.45112781954887216,-0.20676691729323307,-7.376982732329806e-05,-0.6766917293233082,-0.21052631578947367,-9.989877539424725e-05,-0.8233082706766918,-0.30451127819548873,-0.00013072559462857182,-0.35714285714285715,-0.15037593984962405,-0.0001700090189083154,-0.650375939849624,-0.07142857142857142,-0.00022572629524755951,-0.8270676691729323,-0.018796992481203006,-0.00024226560383317817,-0.9699248120300752,0.02631578947368421,-0.0002484459164577295,-0.3082706766917293,0.02631578947368421,-0.00017199108341985832,-0.650375939849624,0.10150375939849623,-0.0002255336165109947,-0.8646616541353384,0.13909774436090225,-0.00023160802445420402,-1.0,0.16165413533834586,-0.00023332622357283972,-0.2631578947368421,0.18421052631578946,-0.0001679711590714,-0.5789473684210527,0.2631578947368421,-0.00020638055462093039,-0.7518796992481203,0.2518796992481203,-0.0002049086868220678,-0.849624060150376,0.22556390977443608,-0.0002007752111437601,-0.22932330827067668,0.31203007518796994,-0.00016355099009346898,-0.5,0.38345864661654133,-0.00018993671710284787,-0.6353383458646616,0.3609022556390977,-0.00019026392643567967,-0.7218045112781954,0.31954887218045114,-0.00018782512172675427
22,Right,0.0,0.0,0.0,-0.10943396226415095,-0.21509433962264152,-3.999791663843853e-05,-0.35471698113207545,-0.3433962264150943,-8.477367788062127e-05,-0.5622641509433962,-0.43018867924528303,-0.00011435776854532293,-0.6716981132075471,-0.5622641509433962,-0.0001478726590136684,-0.27169811320754716,-0.25660377358490566,-0.00020371944180145926,-0.5849056603773585,-0.26037735849056604,-0.0002639529999254257,-0.7773584905660378,-0.2641509433962264,-0.0002776290045151543,-0.9207547169811321,-0.2641509433962264,-0.0002790336779385615,-0.2792452830188679,-0.06415094339622641,-0.00020069031688473482,-0.660377358490566,-0.09433962264150944,-0.0002603492243791898,-0.8754716981132076,-0.13584905660377358,-0.00025624221131557913,-1.0,-0.1660377358490566,-0.0002475662491913484,-0.29056603773584905,0.10566037735849057,-0.0001895277305151304,-0.6528301886792452,0.07169811320754717,-0.00022991257642871152,-0.7735849056603774,-0.01509433962264151,-0.00021180166294061136,-0.8037735849056604,-0.08679245283018867,-0.00019262244865650622,-0.30566037735849055,0.23773584905660378,-0.00017823158194505166,-0.6113207547169811,0.2037735849056604,-0.00020192981234207815,-0.6981132075471698,0.12075471698113208,-0.000188681822521094,-0.7132075471698113,0.052830188679245285,-0.00017372763568571502
22,Right,0.0,0.0,0.0,-0.043137254901960784,-0.2235294117647059,-3.719601116080073e-05,-0.23529411764705882,-0.4235294117647059,-7.721030018813633e-05,-0.4235294117647059,-0.5607843137254902,-0.00010369534652343147,-0.48627450980392156,-0.7215686274509804,-0.00013257480493683604,-0.2235294117647059,-0.2980392156862745,-0.0001861793364587267,-0.5372549019607843,-0.403921568627451,-0.00024117009963211056,-0.7215686274509804,-0.4470588235294118,-0.00025733239576833085,-0.8666666666666667,-0.4823529411764706,-0.00026377612535596055,-0.2901960784313726,-0.11372549019607843,-0.0001815714737571237,-0.6509803921568628,-0.25882352941176473,-0.00023104118140040823,-0.8549019607843137,-0.34509803921568627,-0.00023005428625992862,-1.0,-0.39215686274509803,-0.00022920088799296804,-0.34901960784313724,0.047058823529411764,-0.0001683613460060912,-0.6941176470588235,-0.12156862745098039,-0.00019750131177871997,-0.6705882352941176,-0.2196078431372549,-0.0001684592554005237,-0.5882352941176471,-0.24705882352941178,-0.00014433884803891344,-0.39215686274509803,0.17254901960784313,-0.00015632947644502672,-0.6705882352941176,0.027450980392156862,-0.00017360801564448184,-0.6666666666666666,-0.07058823529411765,-0.0001537542197841539,-0.6078431372549019,-0.11764705882352941,-0.00013553677594865232
22,Right,0.0,0.0,0.0,-0.10679611650485436,-0.2524271844660194,7.019434362714315e-06,-0.33980582524271846,-0.38349514563106796,-1.5302307877769876e-05,-0.5776699029126213,-0.4368932038834951,-3.659108057911895e-05,-0.7524271844660194,-0.4563106796116505,-5.849935685044713e-05,-0.4077669902912621,-0.27184466019417475,-0.00012739621836226322,-0.7766990291262136,-0.41262135922330095,-0.0001689767060921182,-0.9223300970873787,-0.5436893203883495,-0.0001694244823692066,-1.0,-0.6310679611650486,-0.00016052624672872708,-0.470873786407767,-0.11650485436893204,-0.00014367131544480407,-0.883495145631068,-0.34951456310679613,-0.00018556211443134085,-0.9611650485436893,-0.5145631067961165,-0.00016796492809741602,-0.9660194174757282,-0.6019417475728155,-0.00014640214311487825,-0.5194174757281553,0.009708737864077669,-0.00014965337213892742,-0.9174757281553398,-0.21359223300970873,-0.0001715903046633585,-0.912621359223301,-0.3640776699029126,-0.00013433706712596985,-0.8349514563106796,-0.42718446601941745,-0.00010187828724466842,-0.5436893203883495,0.0970873786407767,-0.0001533547916451856,-0.883495145631068,-0.06796116504854369,-0.00015940997976633312,-0.912621359223301,-0.20388349514563106,-0.00012668121580002736,-0.8592233009708737,-0.28640776699029125,-9.650067698540399e-05
22,Right,0.0,0.0,0.0,0.05726872246696035,-0.2687224669603524,-4.755801294943757e-05,-0.05286343612334802,-0.5550660792951542,-7.966366427660436e-05,-0.18061674008810572,-0.7709251101321586,-9.944465215848328e-05,-0.16740088105726872,-0.9559471365638766,-0.00012046119739118049,-0.24669603524229075,-0.42731277533039647,-0.0001328721825411816,-0.5506607929515418,-0.6299559471365639,-0.00016081783337289988,-0.7180616740088106,-0.7268722466960352,-0.00016349213230002217,-0.8502202643171806,-0.7929515418502202,-0.00016136725625352636,-0.3788546255506608,-0.2599118942731278,-0.0001208657278134584,-0.6960352422907489,-0.5066079295154186,-0.00014239550153139326,-0.8722466960352423,-0.6563876651982379,-0.000137286274092538,-1.0,-0.7400881057268722,-0.00013268724731486722,-0.4669603524229075,-0.1013215859030837,-0.00010406204281211873,-0.6916299559471366,-0.32599118942731276,-0.00012403030448360512,-0.5947136563876652,-0.3656387665198238,-0.00010480523002117664,-0.4889867841409692,-0.33480176211453744,-8.419867185844122e-05,-0.5198237885462555,0.02643171806167401,-8.918894437778812e-05,-0.6960352422907489,-0.1762114537444934,-9.873015132582058e-05,-0.6211453744493393,-0.22026431718061673,-7.603025079636244e-05,-0.5330396475770925,-0.19823788546255505,-5.393030252563193e-05
22,Right,0.0,0.0,0.0,0.07929515418502203,-0.32158590308370044,-4.767053247662706e-05,0.013215859030837005,-0.6079295154185022,-7.840812017459514e-05,-0.08370044052863436,-0.8237885462555066,-9.798512789892018e-05,-0.07048458149779736,-1.0,-0.00011586120417710256,-0.31277533039647576,-0.5066079295154186,-9.755061463357932e-05,-0.5770925110132159,-0.7180616740088106,-0.0001175983464296045,-0.7224669603524229,-0.8193832599118943,-0.00011862674810008143,-0.8237885462555066,-0.8898678414096917,-0.0001141575731263163,-0.4581497797356828,-0.3568281938325991,-7.959680779372881e-05,-0.7180616740088106,-0.5947136563876652,-9.171310935234521e-05,-0.8414096916299559,-0.7400881057268722,-8.284247106900637e-05,-0.9251101321585903,-0.8370044052863436,-7.274682768886649e-05,-0.5506607929515418,-0.21145374449339208,-5.964242570052401e-05,-0.6784140969162996,-0.42731277533039647,-6.999283708910398e-05,-0.5859030837004405,-0.4581497797356828,-5.4169576286049374e-05,-0.4889867841409692,-0.43171806167400884,-3.5690798911584334e-05,-0.6035242290748899,-0.09251101321585903,-4.302872229892065e-05,-0.6651982378854625,-0.28193832599118945,-4.290955813953868e-05,-0.5991189427312775,-0.32158590308370044,-2.3588705150659094e-05,-0.5330396475770925,-0.31277533039647576,-2.8221315638584123e-06
22,Right,0.0,0.0,0.0,0.07860262008733625,-0.3231441048034934,-2.2506878904880472e-05,0.0,-0.6026200873362445,-3.6994191255091136e-05,-0.08296943231441048,-0.8253275109170306,-4.684455017906149e-05,-0.026200873362445413,-1.0,-5.6679930670532675e-05,-0.3799126637554585,-0.5327510917030568,-4.361689522066551e-05,-0.6244541484716157,-0.7161572052401747,-4.0261270846842234e-05,-0.7554585152838428,-0.7991266375545851,-3.317457709430146e-05,-0.8384279475982532,-0.8558951965065502,-2.728873636314502e-05,-0.5109170305676856,-0.37117903930131,-3.205862083599617e-05,-0.7205240174672489,-0.5589519650655022,-1.4004421313041241e-05,-0.7641921397379913,-0.6637554585152838,2.69559121294969e-06,-0.777292576419214,-0.7248908296943232,1.1864358507995443e-05,-0.5764192139737991,-0.22270742358078602,-1.8150277975064256e-05,-0.6637554585152838,-0.3799126637554585,-2.598356500169455e-07,-0.5807860262008734,-0.4104803493449782,1.5055524125910664e-05,-0.4890829694323144,-0.388646288209607,2.338206037373462e-05,-0.6069868995633187,-0.09170305676855896,-6.8917903284701985e-06,-0.6331877729257642,-0.22270742358078602,1.3250142097558438e-05,-0.5676855895196506,-0.2663755458515284,3.144068887220139e-05,-0.5021834061135371,-0.2663755458515284,4.509531343557889e-05
22,Right,0.0,0.0,0.0,0.058823529411764705,-0.334841628959276,-1.6184537875741464e-05,-0.027149321266968326,-0.6199095022624435,-2.005263764134914e-05,-0.09502262443438914,-0.8371040723981901,-2.234780837922629e-05,-0.058823529411764705,-1.0,-2.301824474439377e-05,-0.45701357466063347,-0.5475113122171946,-8.137893974546544e-06,-0.6877828054298643,-0.6877828054298643,4.950113858065305e-06,-0.8054298642533937,-0.7420814479638009,1.716637215486734e-05,-0.8733031674208145,-0.7782805429864253,2.791299500066755e-05,-0.5746606334841629,-0.36199095022624433,8.006011884332704e-07,-0.8099547511312217,-0.5158371040723982,2.313096753264969e-05,-0.8823529411764706,-0.6108597285067874,3.729473406093138e-05,-0.8959276018099548,-0.665158371040724,4.913274159383435e-05,-0.6244343891402715,-0.19004524886877827,1.0553097961477414e-05,-0.6742081447963801,-0.3212669683257919,2.810168896113031e-05,-0.5972850678733032,-0.35294117647058826,3.501711095744653e-05,-0.5113122171945701,-0.3393665158371041,4.2459330721845303e-05,-0.6380090497737556,-0.049773755656108594,1.7929183287755247e-05,-0.6153846153846154,-0.167420814479638,4.031125416707654e-05,-0.5475113122171946,-0.2081447963800905,5.5283427653706304e-05,-0.4751131221719457,-0.2171945701357466,6.923780884667744e-05
22,Right,0.0,0.0,0.0,0.03017241379310345,-0.31896551724137934,-1.8209680985039305e-05,-0.09051724137931035,-0.5732758620689655,-2.1165217118295756e-05,-0.1724137931034483,-0.7758620689655172,-2.4450148397500798e-05,-0.12931034482758622,-0.9482758620689655,-2.470771127556073e-05,-0.521551724137931,-0.46551724137931033,1.3539568234148583e-05,-0.7586206896551724,-0.5258620689655172,3.22809888889855e-05,-0.8448275862068966,-0.5431034482758621,5.256279801420956e-05,-0.8577586206896551,-0.5560344827586207,7.12614711635877e-05,-0.5991379310344828,-0.2801724137931034,2.242848722891393e-05,-0.8706896551724138,-0.3577586206896552,5.1699867434006684e-05,-0.9698275862068966,-0.41810344827586204,7.248141542126225e-05,-1.0,-0.45689655172413796,9.155864309697147e-05,-0.6163793103448276,-0.10344827586206896,2.9397192694224533e-05,-0.646551724137931,-0.17672413793103448,4.772427215065254e-05,-0.5560344827586207,-0.19827586206896552,5.344128409000138e-05,-0.46120689655172414,-0.2025862068965517,6.395399309743927e-05,-0.5948275862068966,0.04310344827586207,3.361857685084833e-05,-0.5603448275862069,-0.021551724137931036,6.05028247529868e-05,-0.4870689655172414,-0.034482758620689655,7.722379828627599e-05,-0.41379310344827586,-0.03879310344827586,9.338683733958454e-05
22,Right,0.0,0.0,0.0,-0.058823529411764705,-0.3480392156862745,-6.207979038612612e-06,-0.22549019607843138,-0.5980392156862745,-1.452307294068013e-05,-0.3333333333333333,-0.8186274509803921,-2.8692414323049823e-05,-0.29411764705882354,-1.0,-4.346233892674462e-05,-0.696078431372549,-0.38235294117647056,1.8348863543760737e-05,-0.9411764705882353,-0.3333333333333333,2.1179571714910417e-05,-0.9068627450980392,-0.3382352941176471,1.7665974689903994e-05,-0.8333333333333334,-0.3627450980392157,1.6804989796205674e-05,-0.7303921568627451,-0.16666666666666666,1.606148736478437e-05,-0.9362745098039216,-0.16666666666666666,4.32497231034095e-05,-0.8676470588235294,-0.19117647058823528,5.377674521330603e-05,-0.7696078431372549,-0.2107843137254902,5.671985694298635e-05,-0.7058823529411765,0.024509803921568627,1.2628293380726399e-05,-0.7745098039215687,-0.00980392156862745,3.6673962562254444e-05,-0.696078431372549,-0.03431372549019608,4.6021293432397784e-05,-0.6029411764705882,-0.049019607843137254,4.637464360863633e-05,-0.6470588235294118,0.18627450980392157,6.345743088819429e-06,-0.6666666666666666,0.1323529411764706,3.195374355304553e-05,-0.5833333333333334,0.10294117647058823,5.3034266551920795e-05,-0.5049019607843137,0.08333333333333333,6.729236320391668e-05
