class,hand,k0x,k0y,k1x,k1y,k2x,k2y,k3x,k3y,k4x,k4y,k5x,k5y,k6x,k6y,k7x,k7y,k8x,k8y,k9x,k9y,k10x,k10y,k11x,k11y,k12x,k12y,k13x,k13y,k14x,k14y,k15x,k15y,k16x,k16y,k17x,k17y,k18x,k18y,k19x,k19y,k20x,k20y
16,Right,0.0,0.0,0.325,-0.005,0.625,0.025,0.835,0.02,1.0,0.02,0.495,0.12,0.695,0.145,0.825,0.125,0.935,0.09,0.35,0.11,0.445,0.15,0.515,0.16,0.58,0.165,0.19,0.09,0.25,0.14,0.325,0.145,0.41,0.15,0.025,0.04,0.005,0.09,0.01,0.105,0.035,0.125
16,Right,0.0,0.0,-0.2484472049689441,0.10559006211180125,-0.5217391304347826,0.20496894409937888,-0.7763975155279503,0.2360248447204969,-1.0,0.16770186335403728,-0.21739130434782608,0.043478260869565216,-0.11801242236024845,0.049689440993788817,-0.055900621118012424,0.08695652173913043,0.012422360248447204,0.13043478260869565,0.031055900621118012,0.031055900621118012,0.16149068322981366,0.09316770186335403,0.30434782608695654,0.10559006211180125,0.43478260869565216,0.10559006211180125,0.20496894409937888,0.043478260869565216,0.33540372670807456,0.14285714285714285,0.484472049689441,0.16770186335403728,0.6024844720496895,0.18012422360248448,0.33540372670807456,0.07453416149068323,0.453416149068323,0.2236024844720497,0.5714285714285714,0.2546583850931677,0.6583850931677019,0.2608695652173913
16,Right,0.0,0.0,-0.32195121951219513,-0.03414634146341464,-0.5853658536585366,-0.14146341463414633,-0.7951219512195122,-0.2097560975609756,-1.0,-0.24878048780487805,-0.25853658536585367,-0.4292682926829268,-0.24878048780487805,-0.6536585365853659,-0.22926829268292684,-0.7902439024390244,-0.2,-0.9365853658536586,-0.024390243902439025,-0.43414634146341463,0.06341463414634146,-0.6731707317073171,0.12195121951219512,-0.8195121951219512,0.1902439024390244,-0.9609756097560975,0.17560975609756097,-0.3804878048780488,0.28292682926829266,-0.6146341463414634,0.35121951219512193,-0.7560975609756098,0.4292682926829268,-0.9024390243902439,0.34146341463414637,-0.2975609756097561,0.48292682926829267,-0.4926829268292683,0.5853658536585366,-0.5951219512195122,0.6780487804878049,-0.7024390243902439
16,Right,0.0,0.0,-0.2209737827715356,-0.07116104868913857,-0.40074906367041196,-0.18726591760299627,-0.5617977528089888,-0.25842696629213485,-0.7153558052434457,-0.27340823970037453,-0.17228464419475656,-0.5056179775280899,-0.1760299625468165,-0.7153558052434457,-0.1647940074906367,-0.846441947565543,-0.149812734082397,-0.9662921348314607,0.0,-0.5168539325842697,0.056179775280898875,-0.7490636704119851,0.09737827715355805,-0.8801498127340824,0.13857677902621723,-1.0,0.14606741573033707,-0.4681647940074906,0.22846441947565543,-0.6816479400749064,0.2846441947565543,-0.8127340823970037,0.3295880149812734,-0.9325842696629213,0.2696629213483146,-0.38202247191011235,0.38202247191011235,-0.5430711610486891,0.46441947565543074,-0.6404494382022472,0.5355805243445693,-0.7378277153558053
16,Right,0.0,0.0,-0.2041522491349481,-0.1453287197231834,-0.3771626297577855,-0.2698961937716263,-0.5467128027681661,-0.3494809688581315,-0.7024221453287197,-0.39100346020761245,-0.17647058823529413,-0.5259515570934256,-0.18685121107266436,-0.7197231833910035,-0.18339100346020762,-0.8650519031141869,-0.17301038062283736,-0.9965397923875432,-0.031141868512110725,-0.5397923875432526,0.01384083044982699,-0.740484429065744,0.058823529411764705,-0.8754325259515571,0.10380622837370242,-1.0,0.09688581314878893,-0.5121107266435986,0.15570934256055363,-0.6885813148788927,0.1972318339100346,-0.8269896193771626,0.23875432525951557,-0.9550173010380623,0.2041522491349481,-0.4359861591695502,0.29411764705882354,-0.5743944636678201,0.3633217993079585,-0.6747404844290658,0.42214532871972316,-0.7750865051903114
16,Right,0.0,0.0,-0.2026578073089701,-0.15282392026578073,-0.3554817275747508,-0.30564784053156147,-0.5049833887043189,-0.40863787375415284,-0.6578073089700996,-0.4485049833887043,-0.18272425249169436,-0.5780730897009967,-0.19269102990033224,-0.770764119601329,-0.1893687707641196,-0.8870431893687708,-0.18272425249169436,-0.9933554817275747,-0.04318936877076412,-0.5880398671096345,-0.013289036544850499,-0.7873754152823921,0.016611295681063124,-0.9036544850498339,0.046511627906976744,-1.0,0.07973421926910298,-0.5614617940199336,0.12292358803986711,-0.7342192691029901,0.15614617940199335,-0.867109634551495,0.18272425249169436,-0.9900332225913622,0.19269102990033224,-0.49169435215946844,0.2724252491694352,-0.6345514950166113,0.3289036544850498,-0.7308970099667774,0.38205980066445183,-0.8272425249169435
16,Right,0.0,0.0,-0.1806853582554517,-0.08099688473520249,-0.32710280373831774,-0.2087227414330218,-0.4672897196261682,-0.29283489096573206,-0.6043613707165109,-0.3146417445482866,-0.1308411214953271,-0.5202492211838006,-0.1308411214953271,-0.7227414330218068,-0.11838006230529595,-0.8442367601246106,-0.10903426791277258,-0.9501557632398754,0.012461059190031152,-0.5327102803738317,0.06230529595015576,-0.7601246105919003,0.09657320872274143,-0.8940809968847352,0.12461059190031153,-1.0,0.14018691588785046,-0.48598130841121495,0.19937694704049844,-0.6791277258566978,0.2367601246105919,-0.8006230529595015,0.26479750778816197,-0.9065420560747663,0.24922118380062305,-0.40498442367601245,0.3364485981308411,-0.5327102803738317,0.3925233644859813,-0.6137071651090342,0.43613707165109034,-0.6915887850467289
16,Right,0.0,0.0,-0.19672131147540983,-0.16065573770491803,-0.3344262295081967,-0.3377049180327869,-0.4786885245901639,-0.4459016393442623,-0.6262295081967213,-0.4786885245901639,-0.15081967213114755,-0.6032786885245902,-0.1540983606557377,-0.7836065573770492,-0.15081967213114755,-0.898360655737705,-0.14754098360655737,-1.0,-0.019672131147540985,-0.5967213114754099,-0.03278688524590164,-0.7213114754098361,-0.013114754098360656,-0.6786885245901639,0.019672131147540985,-0.6327868852459017,0.10163934426229508,-0.5704918032786885,0.10819672131147541,-0.7442622950819672,0.12459016393442623,-0.8688524590163934,0.14098360655737704,-0.9770491803278688,0.21311475409836064,-0.5081967213114754,0.28524590163934427,-0.6557377049180327,0.3344262295081967,-0.7540983606557377,0.380327868852459,-0.8524590163934426
16,Right,0.0,0.0,-0.16987179487179488,-0.16987179487179488,-0.30128205128205127,-0.33974358974358976,-0.4358974358974359,-0.4519230769230769,-0.5801282051282052,-0.4807692307692308,-0.11217948717948718,-0.6089743589743589,-0.11538461538461539,-0.7884615384615384,-0.10897435897435898,-0.9006410256410257,-0.09615384615384616,-1.0,0.01282051282051282,-0.6057692307692307,0.057692307692307696,-0.7948717948717948,0.09615384615384616,-0.907051282051282,0.125,-0.9967948717948718,0.13141025641025642,-0.5705128205128205,0.1794871794871795,-0.7339743589743589,0.21153846153846154,-0.8653846153846154,0.23076923076923078,-0.9775641025641025,0.23717948717948717,-0.4967948717948718,0.3173076923076923,-0.6314102564102564,0.3717948717948718,-0.7211538461538461,0.4198717948717949,-0.8012820512820513
16,Right,0.0,0.0,-0.17445482866043613,-0.102803738317757,-0.3052959501557632,-0.24922118380062305,-0.43302180685358255,-0.3395638629283489,-0.5638629283489096,-0.3644859813084112,-0.09968847352024922,-0.5389408099688473,-0.09968847352024922,-0.7414330218068536,-0.08722741433021806,-0.8660436137071651,-0.0778816199376947,-0.9657320872274143,0.03426791277258567,-0.5389408099688473,0.08722741433021806,-0.7570093457943925,0.11838006230529595,-0.8940809968847352,0.14330218068535824,-1.0,0.1526479750778816,-0.48286604361370716,0.21495327102803738,-0.67601246105919,0.24610591900311526,-0.7975077881619937,0.26479750778816197,-0.8940809968847352,0.2523364485981308,-0.3925233644859813,0.3426791277258567,-0.5171339563862928,0.3956386292834891,-0.6012461059190031,0.43613707165109034,-0.67601246105919
